title,address,price,count_rooms,floor,type_obj,square,publication_date,link,images
"4-комн. квартира, Барклая ул, 16к1","Москва, Барклая ул, 16к1",200 000 руб.  в месяц,4,8 / 9,квартира,90 м2,14 апреля,https://irr.ru/real-estate/rent/4-komnatnaya-kvartira-90-kv-m-4-min-peshkom-ot-metro-bagrationovskaya-advert763828625.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/4c/01/8076c37c7-800x533-763828625-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4c/01/a1ba1bf45-380x507-763828625-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4c/01/522530f19-380x285-763828625-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4c/01/a2f471565-380x285-763828625-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4c/01/95f495f40-380x285-763828625-orig.jpg']"
"4-комн. квартира, Тульская М. ул, 22","Москва, Тульская М. ул, 22",140 000 руб.  в месяц,4,5 / 9,квартира,80 м2,14 апреля,https://irr.ru/real-estate/rent/4-komnatnaya-kvartira-80-kv-m-8-min-peshkom-ot-metro-tulskaya-advert763828656.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/3e/c3/86f2cc970-604x321-763828656-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/3e/c3/c883ee38b-600x450-763828656-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/3e/c3/0b81f6cfe-604x453-763828656-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/3e/c3/0eed5ff30-600x450-763828656-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/3e/c3/ab85030ae-604x453-763828656-orig.jpg']"
"3-комн. квартира, Мира пр-кт, 31","Москва, Мира пр-кт, 31",60 000 руб.  в месяц,3,3 / 6,квартира,65 м2,"сегодня, 16:48",https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-65-kv-m-2-min-peshkom-ot-metro-prospekt-mira-advert763828707.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/2d/10/7c4bfbad9-360x437-763828707-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/2d/10/b3092f04b-360x440-763828707-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/2d/10/72a55517e-360x438-763828707-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/2d/10/d48272c02-360x441-763828707-orig.jpg']"
"2-комн. квартира, Криворожская ул, 25","Москва, Криворожская ул, 25",47 000 руб.  в месяц,2,3 / 9,квартира,45 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-45-kv-m-7-min-peshkom-ot-metro-nahimovskiy-prospekt-advert763828009.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/7a/e0/d001d516b-640x430-763828009-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/7a/e0/939579bb6-360x430-763828009-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/7a/e0/2a8f33324-360x430-763828009-orig.jpg']"
"4-комн. квартира, Ращупкина ул, 6","Москва, Ращупкина ул, 6",100 000 руб.  в месяц,4,8 / 9,квартира,80 м2,14 апреля,https://irr.ru/real-estate/rent/4-komnatnaya-kvartira-80-kv-m-7-min-peshkom-ot-metro-kuncevskaya-advert763828256.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/0f/aa/98361cb3e-450x600-763828256-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/0f/aa/d50533bb0-604x453-763828256-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/0f/aa/fa6e83a68-600x450-763828256-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/0f/aa/a5b52fdb0-604x453-763828256-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/0f/aa/b76b8ac62-604x451-763828256-orig.jpg']"
"2-комн. квартира, Хуторская 2-я ул, 20","Москва, Хуторская 2-я ул, 20",43 000 руб.  в месяц,2,3 / 9,квартира,45 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-45-kv-m-7-min-peshkom-ot-metro-dmitrovskaya-advert763828100.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/1a/de/a439985db-273x442-763828100-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/1a/de/e89b5bdbd-271x442-763828100-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/1a/de/bdd3c66a4-274x444-763828100-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/1a/de/38c8d6b55-642x323-763828100-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/1a/de/067c59fba-646x322-763828100-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/1a/de/df8f440ad-643x322-763828100-orig.jpg']"
"3-комн. квартира, Профсоюзная ул, 13/12","Москва, Профсоюзная ул, 13/12",55 000 руб.  в месяц,3,2 / 8,квартира,65 м2,14 апреля,https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-65-kv-m-5-min-peshkom-ot-metro-profsoyuznaya-advert763828112.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/b9/42/8fc642aa0-400x533-763828112-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b9/42/b8993f20f-600x450-763828112-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b9/42/8deec30c6-604x415-763828112-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b9/42/62a7366a0-600x450-763828112-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b9/42/d1382ca2f-604x453-763828112-orig.jpg']"
"2-комн. квартира, Калашный пер, 4/1с1","Москва, Калашный пер, 4/1с1",80 000 руб.  в месяц,2,6 / 7,квартира,42 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-3-min-peshkom-ot-metro-arbatskaya-advert763828193.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/3d/d5/97ad632f2-641x439-763828193-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/3d/d5/f6fc529d6-364x437-763828193-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/3d/d5/dfa54384b-366x437-763828193-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/3d/d5/fca8338f5-651x440-763828193-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/3d/d5/296c58be4-359x440-763828193-orig.jpg']"
"1-комн. квартира, Златоустинский М. пер, 8с2","Москва, Златоустинский М. пер, 8с2",70 000 руб.  в месяц,1,5 / 6,квартира,38 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-38-kv-m-8-min-peshkom-ot-metro-kitay-gorod-advert763828162.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/46/ee/dafce98a1-640x480-763828162-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/46/ee/f6183c3b1-800x600-763828162-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/46/ee/bfd0673bd-480x360-763828162-orig.jpg']"
"2-комн. квартира, Парковая 2-я ул, 9","Москва, Парковая 2-я ул, 9",42 000 руб.  в месяц,2,6 / 9,квартира,45 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-45-kv-m-5-min-peshkom-ot-metro-izmaylovskaya-advert763828167.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/60/d9/0283bb266-447x532-763828167-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/60/d9/d94fb0226-447x524-763828167-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/60/d9/173ebaffb-799x530-763828167-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/60/d9/e0063b451-445x526-763828167-orig.jpg']"
"3-комн. квартира, Бехтерева ул, 11к2","Москва, Бехтерева ул, 11к2",48 000 руб.  в месяц,3,3 / 9,квартира,65 м2,14 апреля,https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-65-kv-m-8-min-peshkom-ot-metro-kantemirovskaya-advert763828084.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/5d/48/599443939-600x450-763828084-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/5d/48/aa1b9af7e-380x507-763828084-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/5d/48/29ede5548-640x480-763828084-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/5d/48/590bcc3f5-435x336-763828084-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/5d/48/810475ce3-300x225-763828084-orig.jpg']"
"3-комн. квартира, Перовская ул, 54/54","Москва, Перовская ул, 54/54",50 000 руб.  в месяц,3,4 / 7,квартира,80 м2,14 апреля,https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-80-kv-m-8-min-peshkom-ot-metro-perovo-advert763828130.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/9a/b7/84aa5693b-800x531-763828130-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9a/b7/0e7b47ffc-508x600-763828130-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9a/b7/42d862fb2-508x600-763828130-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9a/b7/b95ebf408-800x531-763828130-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9a/b7/abb85e2d5-800x531-763828130-orig.jpg']"
"5-комн. квартира, Знаменка ул, 13с1","Москва, Знаменка ул, 13с1",350 000 руб.  в месяц,5,5 / 9,квартира,90 м2,14 апреля,https://irr.ru/real-estate/rent/5-komnatnaya-kvartira-90-kv-m-4-min-peshkom-ot-metro-arbatskaya-advert763828243.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/da/5e/aa39337a2-401x600-763828243-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/da/5e/7d09e4115-604x453-763828243-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/da/5e/08c6be1e6-450x600-763828243-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/da/5e/64fc21458-604x401-763828243-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/da/5e/2571728a7-600x450-763828243-orig.jpg']"
"4-комн. квартира, Сумской проезд, 12к1","Москва, Сумской проезд, 12к1",100 000 руб.  в месяц,4,3 / 9,квартира,80 м2,14 апреля,https://irr.ru/real-estate/rent/4-komnatnaya-kvartira-80-kv-m-8-min-peshkom-ot-metro-chertanovskaya-advert763828178.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/82/d7/e9483cd16-800x600-763828178-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/82/d7/42897c6a9-700x395-763828178-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/82/d7/40e263719-700x525-763828178-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/82/d7/76fb0f93c-448x336-763828178-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/82/d7/8bdcbf45d-480x360-763828178-orig.jpg']"
"5-комн. квартира, Знаменка ул, 13с1","Москва, Знаменка ул, 13с1",350 000 руб.  в месяц,5,5 / 9,квартира,90 м2,14 апреля,https://irr.ru/real-estate/rent/5-komnatnaya-kvartira-90-kv-m-4-min-peshkom-ot-metro-arbatskaya-advert763828243.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/da/5e/aa39337a2-401x600-763828243-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/da/5e/7d09e4115-604x453-763828243-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/da/5e/08c6be1e6-450x600-763828243-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/da/5e/64fc21458-604x401-763828243-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/da/5e/2571728a7-600x450-763828243-orig.jpg']"
"1-комн. квартира, Профсоюзная ул, 11/11","Москва, Профсоюзная ул, 11/11",35 000 руб.  в месяц,1,3 / 9,квартира,36 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-7-min-peshkom-ot-metro-profsoyuznaya-advert763828103.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/29/34/0f6849216-375x500-763828103-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/29/34/bd55e6001-604x453-763828103-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/29/34/131f7cf03-600x450-763828103-orig.jpg']"
"2-комн. квартира, Фрунзенская наб, 18","Москва, Фрунзенская наб, 18",50 000 руб.  в месяц,2,7 / 8,квартира,42 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-8-min-peshkom-ot-metro-park-kultury-advert763828033.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/b7/73/d36de6d33-355x438-763828033-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b7/73/ce8bef5ef-557x600-763828033-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b7/73/c5b02c934-639x389-763828033-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b7/73/646e642ba-638x399-763828033-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b7/73/d3fa7f03c-540x600-763828033-orig.jpg']"
"1-комн. квартира, Ельнинская ул, 15к3","Москва, Ельнинская ул, 15к3",35 000 руб.  в месяц,1,6 / 9,квартира,36 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-3-min-peshkom-ot-metro-molodezhnaya-advert763828146.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/4c/a3/3e25d71e1-800x600-763828146-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4c/a3/a35b14370-330x440-763828146-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4c/a3/27f169331-600x455-763828146-orig.jpg']"
"2-комн. квартира, Новоподмосковный 1-й пер, 4","Москва, Новоподмосковный 1-й пер, 4",38 000 руб.  в месяц,2,2 / 9,квартира,42 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-6-min-peshkom-ot-metro-voykovskaya-advert763828184.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/08/ad/3098bdbad-504x360-763828184-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/08/ad/756063734-602x339-763828184-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/08/ad/5842f1b4a-592x333-763828184-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/08/ad/c60397d61-596x336-763828184-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/08/ad/faa36a6cc-596x335-763828184-orig.jpg']"
"3-комн. квартира, Семёновская М. ул, 15/17к1","Москва, Семёновская М. ул, 15/17к1",48 000 руб.  в месяц,3,2 / 6,квартира,65 м2,14 апреля,https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-65-kv-m-4-min-peshkom-ot-metro-semenovskaya-advert763828165.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/e1/cb/86ac73757-640x480-763828165-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/e1/cb/7fdb8218e-640x480-763828165-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/e1/cb/006a60b41-336x448-763828165-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/e1/cb/5248b1735-448x336-763828165-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/e1/cb/8c63669ef-336x448-763828165-orig.jpg']"
"4-комн. квартира, Каретный Ср. пер, 4","Москва, Каретный Ср. пер, 4",180 000 руб.  в месяц,4,2 / 6,квартира,80 м2,14 апреля,https://irr.ru/real-estate/rent/4-komnatnaya-kvartira-80-kv-m-7-min-peshkom-ot-metro-cvetnoy-bulvar-advert763828209.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/9b/a2/4ac8888b2-540x600-763828209-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9b/a2/aaee11f31-537x600-763828209-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9b/a2/7e9f248b4-800x533-763828209-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9b/a2/9cac6e922-540x600-763828209-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9b/a2/9f04902d9-800x488-763828209-orig.jpg']"
"1-комн. квартира, Гончарный проезд, 6с1","Москва, Гончарный проезд, 6с1",36 000 руб.  в месяц,1,7 / 8,квартира,36 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-7-min-peshkom-ot-metro-taganskaya-advert763828211.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/5e/26/c8cce20ca-800x484-763828211-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/5e/26/ec3124248-557x600-763828211-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/5e/26/d94a35279-800x426-763828211-orig.jpg']"
"1-комн. квартира, Девятинский Б. пер, 3","Москва, Девятинский Б. пер, 3",40 000 руб.  в месяц,1,3 / 6,квартира,36 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-7-min-peshkom-ot-metro-barrikadnaya-advert763828099.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/34/7b/4fe755206-800x533-763828099-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/34/7b/79860babb-540x600-763828099-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/34/7b/4813afefd-800x533-763828099-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/34/7b/b4d657c35-540x600-763828099-orig.jpg']"
"1-комн. квартира, Тверская ул, 27с2","Москва, Тверская ул, 27с2",40 000 руб.  в месяц,1,7 / 8,квартира,36 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-2-min-peshkom-ot-metro-mayakovskaya-advert763828145.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/c4/10/3949f1c32-479x600-763828145-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/c4/10/57958f007-479x600-763828145-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/c4/10/a6c1a344e-479x600-763828145-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/c4/10/3bfcd90a9-479x600-763828145-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/c4/10/ec09c5c8c-479x600-763828145-orig.jpg']"
"1-комн. квартира, Андропова пр-кт, 38","Москва, Андропова пр-кт, 38",35 000 руб.  в месяц,1,2 / 9,квартира,36 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-5-min-peshkom-ot-metro-kolomenskaya-advert763828114.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/51/b8/e0e10c12d-600x448-763828114-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/51/b8/7fda623d6-448x299-763828114-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/51/b8/67e755c7a-480x360-763828114-orig.jpg']"
"3-комн. квартира, Новопесчаная ул, 13к2","Москва, Новопесчаная ул, 13к2",55 000 руб.  в месяц,3,4 / 8,квартира,80 м2,14 апреля,https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-80-kv-m-8-min-peshkom-ot-metro-sokol-advert763828215.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/79/5b/cbd4c3653-604x453-763828215-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/79/5b/5ab41b520-448x600-763828215-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/79/5b/beaa44e1f-450x600-763828215-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/79/5b/3f6eeb98c-604x408-763828215-orig.jpg']"
"2-комн. квартира, Миклухо-Маклая ул, 39к1","Москва, Миклухо-Маклая ул, 39к1",38 000 руб.  в месяц,2,2 / 9,квартира,42 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-7-min-peshkom-ot-metro-belyaevo-advert763828051.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/6c/76/72a2e0b5a-604x453-763828051-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/6c/76/5ac6fd9fe-337x423-763828051-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/6c/76/2ffcd90d4-593x379-763828051-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/6c/76/bbca712e3-600x450-763828051-orig.jpg']"
"1-комн. квартира, Маршала Василевского ул, 15","Москва, Маршала Василевского ул, 15",40 000 руб.  в месяц,1,3 / 8,квартира,38 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-38-kv-m-2-min-peshkom-ot-metro-schukinskaya-advert763828169.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/9b/97/59ed994bf-356x433-763828169-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9b/97/4459de5a8-633x435-763828169-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9b/97/dfdbe831e-634x439-763828169-orig.jpg']"
"1-комн. квартира, Южнобутовская ул, 9","Москва, Южнобутовская ул, 9",28 000 руб.  в месяц,1,6 / 10,квартира,36 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-2-min-peshkom-ot-metro-bulvar-admirala-ushakova-advert763828086.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/a2/71/4033ad48a-800x533-763828086-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a2/71/5b14fbc40-540x600-763828086-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a2/71/682dcfda1-540x600-763828086-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a2/71/1e8376de3-800x533-763828086-orig.jpg']"
"1-комн. квартира, Строителей ул, 17к1","Москва, Строителей ул, 17к1",42 000 руб.  в месяц,1,6 / 7,квартира,38 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-38-kv-m-6-min-peshkom-ot-metro-universitet-advert763828098.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/86/ee/86bc64997-508x600-763828098-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/86/ee/994ac5f25-508x600-763828098-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/86/ee/64f0ced9e-508x600-763828098-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/86/ee/2d0647ab5-508x600-763828098-orig.jpg']"
"5-комн. квартира, Трёхпрудный пер, 11/13с2","Москва, Трёхпрудный пер, 11/13с2",300 000 руб.  в месяц,5,2 / 6,квартира,90 м2,14 апреля,https://irr.ru/real-estate/rent/5-komnatnaya-kvartira-90-kv-m-5-min-peshkom-ot-metro-mayakovskaya-advert763828113.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/76/06/d6171e04f-448x336-763828113-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/76/06/0c0166652-530x397-763828113-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/76/06/1841aff06-600x470-763828113-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/76/06/d7474b228-336x448-763828113-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/76/06/264189150-399x296-763828113-orig.jpg']"
"2-комн. квартира, Мажоров пер, 4","Москва, Мажоров пер, 4",43 000 руб.  в месяц,2,2 / 6,квартира,42 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-8-min-peshkom-ot-metro-semenovskaya-advert763828137.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/18/b4/d3a9fb4b6-480x360-763828137-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/18/b4/e2eb23f7c-800x554-763828137-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/18/b4/b5eda3dbf-640x480-763828137-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/18/b4/52ea4e92c-600x450-763828137-orig.jpg']"
"1-комн. квартира, Новопесчаная ул, 13к3","Москва, Новопесчаная ул, 13к3",35 000 руб.  в месяц,1,2 / 6,квартира,36 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-8-min-peshkom-ot-metro-sokol-advert763828240.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/9b/15/aed783b5b-403x600-763828240-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9b/15/f3111edc9-640x430-763828240-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9b/15/f8f10a63c-640x430-763828240-orig.jpg']"
"2-комн. квартира, Гиляровского ул, 17","Москва, Гиляровского ул, 17",40 000 руб.  в месяц,2,7 / 8,квартира,42 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-8-min-peshkom-ot-metro-prospekt-mira-advert763828245.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/88/c3/d22e7b374-359x432-763828245-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/88/c3/edc851976-359x429-763828245-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/88/c3/f018bcc64-359x437-763828245-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/88/c3/d4a8a2990-359x438-763828245-orig.jpg']"
"3-комн. квартира, Ленинградский пр-кт, 43к1","Москва, Ленинградский пр-кт, 43к1",48 000 руб.  в месяц,3,7 / 9,квартира,65 м2,14 апреля,https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-65-kv-m-2-min-peshkom-ot-metro-aeroport-advert763826786.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/dc/9c/04557a6e7-533x400-763826786-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/dc/9c/ca0905d5d-640x480-763826786-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/dc/9c/f1b8f9493-602x431-763826786-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/dc/9c/0a9f6a45b-640x480-763826786-orig.jpg']"
"3-комн. квартира, Автозаводская ул, 13/1","Москва, Автозаводская ул, 13/1",60 000 руб.  в месяц,3,5 / 8,квартира,65 м2,14 апреля,https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-65-kv-m-5-min-peshkom-ot-metro-avtozavodskaya-advert763826868.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/d2/93/ad7ecc9d2-640x480-763826868-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/d2/93/e52a4de5d-800x600-763826868-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/d2/93/2fab0d220-449x600-763826868-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/d2/93/9a8ebce90-640x480-763826868-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/d2/93/e82373364-800x600-763826868-orig.jpg']"
