title,address,price,count_rooms,floor,type_obj,square,publication_date,link,images
"4-комн. квартира, Шаболовка ул, 25к1","Москва, Шаболовка ул, 25к1",200 000 руб.  в месяц,4,3 / 9,квартира,90 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/4-komnatnaya-kvartira-90-kv-m-7-min-peshkom-ot-metro-shabolovskaya-advert763842352.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/4c/5f/5ab8d750b-640x437-763842352-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4c/5f/c12b3a6c7-360x439-763842352-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4c/5f/e6f68c784-360x435-763842352-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4c/5f/97758fa33-360x436-763842352-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4c/5f/986cb2f60-640x439-763842352-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4c/5f/a8e1a85b6-640x435-763842352-orig.jpg']"
"4-комн. квартира, Чонгарский б-р, 5к1","Москва, Чонгарский б-р, 5к1",100 000 руб.  в месяц,4,6 / 9,квартира,80 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/4-komnatnaya-kvartira-80-kv-m-6-min-peshkom-ot-metro-varshavskaya-advert763842371.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/71/ff/09e496e0b-450x600-763842371-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/71/ff/f2e006dbd-450x600-763842371-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/71/ff/b20364216-604x453-763842371-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/71/ff/6028b8244-600x426-763842371-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/71/ff/c910649db-600x450-763842371-orig.jpg']"
"1-комн. квартира, Барклая ул, 16к4","Москва, Барклая ул, 16к4",36 000 руб.  в месяц,1,2 / 9,квартира,36 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-4-min-peshkom-ot-metro-bagrationovskaya-advert763842460.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/79/b7/fe1fdca70-800x600-763842460-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/79/b7/55c48c081-240x360-763842460-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/79/b7/548e27888-600x450-763842460-orig.jpg']"
"2-комн. квартира, Калашный пер, 2/10","Москва, Калашный пер, 2/10",80 000 руб.  в месяц,2,7 / 8,квартира,42 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-3-min-peshkom-ot-metro-arbatskaya-advert763842592.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/f6/b9/c7de22ea5-252x448-763842592-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/f6/b9/be3589851-360x480-763842592-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/f6/b9/ef88ffca4-448x252-763842592-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/f6/b9/d386f3065-604x453-763842592-orig.jpg']"
"2-комн. квартира, Ращупкина ул, 8","Москва, Ращупкина ул, 8",43 000 руб.  в месяц,2,8 / 9,квартира,42 м2,"сегодня, 13:21",https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-8-min-peshkom-ot-metro-kuncevskaya-advert763842542.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/eb/3c/4345ca372-800x600-763842542-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/eb/3c/9cd25ac06-380x263-763842542-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/eb/3c/b8d1eb68c-380x285-763842542-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/eb/3c/99ec3c7da-480x360-763842542-orig.jpg']"
"4-комн. квартира, Зачатьевский 1-й пер, 13","Москва, Зачатьевский 1-й пер, 13",250 000 руб.  в месяц,4,2 / 6,квартира,80 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/4-komnatnaya-kvartira-80-kv-m-8-min-peshkom-ot-metro-kropotkinskaya-advert763842363.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/d2/c9/31eb2be0d-600x448-763842363-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/d2/c9/9872cd4a5-600x424-763842363-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/d2/c9/a7eef42ce-602x446-763842363-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/d2/c9/2c1b861d4-337x427-763842363-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/d2/c9/8a80a84ee-604x453-763842363-orig.jpg']"
"3-комн. квартира, Оружейный пер, 25с1А","Москва, Оружейный пер, 25с1А",70 000 руб.  в месяц,3,7 / 9,квартира,65 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-65-kv-m-8-min-peshkom-ot-metro-mayakovskaya-advert763842445.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/89/3b/1b8ebf901-600x401-763842445-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/89/3b/ff786365a-450x600-763842445-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/89/3b/64fc21458-604x401-763842445-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/89/3b/2571728a7-600x450-763842445-orig.jpg']"
"4-комн. квартира, Профсоюзная ул, 152к3","Москва, Профсоюзная ул, 152к3",70 000 руб.  в месяц,4,7 / 9,квартира,90 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/4-komnatnaya-kvartira-90-kv-m-8-min-peshkom-ot-metro-teplyy-stan-advert763842510.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/04/ca/c55473a34-640x319-763842510-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/04/ca/90dc90c8a-640x320-763842510-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/04/ca/1b6fa618f-640x320-763842510-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/04/ca/db5bf3977-270x437-763842510-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/04/ca/5545f2d5a-640x316-763842510-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/04/ca/54f985e56-640x318-763842510-orig.jpg']"
"3-комн. квартира, Нахимовский пр-кт, 48","Москва, Нахимовский пр-кт, 48",75 000 руб.  в месяц,3,3 / 8,квартира,80 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-80-kv-m-5-min-peshkom-ot-metro-profsoyuznaya-advert763842464.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/b3/59/35626183a-640x442-763842464-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b3/59/35a1439f0-360x442-763842464-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b3/59/a7b12d705-360x441-763842464-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b3/59/7784da0c9-640x438-763842464-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b3/59/457b92d57-360x442-763842464-orig.jpg']"
"4-комн. квартира, Нахимовский пр-кт, 48","Москва, Нахимовский пр-кт, 48",140 000 руб.  в месяц,4,6 / 8,квартира,90 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/4-komnatnaya-kvartira-90-kv-m-5-min-peshkom-ot-metro-profsoyuznaya-advert763842476.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/bf/82/aa98fd23b-640x480-763842476-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/bf/82/f440f0cc6-336x448-763842476-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/bf/82/233fa7498-380x285-763842476-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/bf/82/f98ef7bf5-380x285-763842476-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/bf/82/4c7680e21-640x480-763842476-orig.jpg']"
"2-комн. квартира, Никитская Б. ул, 22/2","Москва, Никитская Б. ул, 22/2",80 000 руб.  в месяц,2,3 / 6,квартира,42 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-6-min-peshkom-ot-metro-arbatskaya-advert763842558.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/f2/f3/a1e18c3ce-800x600-763842558-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/f2/f3/f2454676c-800x600-763842558-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/f2/f3/7c9b01bfa-800x600-763842558-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/f2/f3/9730cfa72-800x600-763842558-orig.jpg']"
"1-комн. квартира, Штурвальная ул, 3с2","Москва, Штурвальная ул, 3с2",36 000 руб.  в месяц,1,6 / 9,квартира,38 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-38-kv-m-8-min-peshkom-ot-metro-shodnenskaya-advert763842560.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/ae/95/5dc7a0636-380x285-763842560-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/ae/95/f7aba5fb3-380x285-763842560-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/ae/95/aeb052f89-480x360-763842560-orig.jpg']"
"3-комн. квартира, Кировоградская ул, 28к2","Москва, Кировоградская ул, 28к2",45 000 руб.  в месяц,3,5 / 9,квартира,65 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-65-kv-m-8-min-peshkom-ot-metro-prazhskaya-advert763842611.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/9f/ca/4c3c4f02a-604x453-763842611-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9f/ca/2ac1c7939-604x453-763842611-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9f/ca/a09321598-604x453-763842611-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9f/ca/18595479f-600x417-763842611-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9f/ca/88669bc06-450x600-763842611-orig.jpg']"
"5-комн. квартира, Маршала Василевского ул, 15","Москва, Маршала Василевского ул, 15",200 000 руб.  в месяц,5,2 / 8,квартира,110 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/5-komnatnaya-kvartira-110-kv-m-2-min-peshkom-ot-metro-schukinskaya-advert763842348.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/00/7c/f336a3c32-600x450-763842348-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/00/7c/b1334f720-604x415-763842348-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/00/7c/7478d3e02-600x450-763842348-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/00/7c/d10e821f3-600x450-763842348-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/00/7c/b1fb93d50-604x321-763842348-orig.jpg']"
"1-комн. квартира, Волгоградский пр-кт, 10","Москва, Волгоградский пр-кт, 10",33 000 руб.  в месяц,1,5 / 9,квартира,36 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-8-min-peshkom-ot-metro-proletarskaya-advert763842355.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/d5/53/10bc7eac1-600x450-763842355-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/d5/53/ef4b20a48-320x400-763842355-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/d5/53/83c0efabd-335x426-763842355-orig.jpg']"
"1-комн. квартира, Луговой проезд, 4к3","Москва, Луговой проезд, 4к3",32 000 руб.  в месяц,1,2 / 10,квартира,36 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-3-min-peshkom-ot-metro-marino-advert763842381.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/46/0d/4fdebe57a-800x512-763842381-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/46/0d/450435354-401x600-763842381-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/46/0d/118857b08-401x600-763842381-orig.jpg']"
"4-комн. квартира, Митинская ул, 38","Москва, Митинская ул, 38",50 000 руб.  в месяц,4,2 / 9,квартира,80 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/4-komnatnaya-kvartira-80-kv-m-5-min-peshkom-ot-metro-mitino-advert763842398.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/29/4c/430e972b7-450x600-763842398-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/29/4c/4952ba26d-336x448-763842398-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/29/4c/77c8430ed-600x450-763842398-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/29/4c/7e2fd82ab-550x400-763842398-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/29/4c/c2c12fe94-448x336-763842398-orig.jpg']"
"1-комн. квартира, Леонтьевский пер, 15","Москва, Леонтьевский пер, 15",60 000 руб.  в месяц,1,2 / 7,квартира,36 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-7-min-peshkom-ot-metro-tverskaya-advert763842494.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/a7/b0/b84211dfc-600x422-763842494-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a7/b0/8d2429338-303x398-763842494-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a7/b0/f037fdd00-600x450-763842494-orig.jpg']"
"2-комн. квартира, Луков пер, 8","Москва, Луков пер, 8",70 000 руб.  в месяц,2,6 / 8,квартира,45 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-45-kv-m-8-min-peshkom-ot-metro-chistye-prudy-advert763842507.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/4e/80/c4535fbfa-800x531-763842507-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4e/80/ca6fc40d5-800x531-763842507-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4e/80/2132b3da2-800x531-763842507-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4e/80/868973265-508x600-763842507-orig.jpg']"
"2-комн. квартира, Протопоповский пер, 17к1","Москва, Протопоповский пер, 17к1",40 000 руб.  в месяц,2,3 / 6,квартира,42 м2,"сегодня, 16:10",https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-3-min-peshkom-ot-metro-prospekt-mira-advert763842538.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/30/7e/4c307795d-604x453-763842538-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/30/7e/e888f7e7b-509x600-763842538-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/30/7e/091eeeb61-600x389-763842538-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/30/7e/f33345041-539x422-763842538-orig.jpg']"
"3-комн. квартира, Маршала Бирюзова ул, 9","Москва, Маршала Бирюзова ул, 9",75 000 руб.  в месяц,3,4 / 9,квартира,80 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-80-kv-m-5-min-peshkom-ot-metro-oktyabrskoe-pole-advert763842448.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/a3/f3/428d9ed43-561x385-763842448-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a3/f3/6ae6ef8f1-320x439-763842448-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a3/f3/0b26d7380-640x386-763842448-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a3/f3/01a869a2d-640x385-763842448-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a3/f3/b3bc9b1fb-640x386-763842448-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a3/f3/79cdc4393-319x440-763842448-orig.jpg']"
"3-комн. квартира, Лаврушинский пер, 17с2","Москва, Лаврушинский пер, 17с2",70 000 руб.  в месяц,3,3 / 8,квартира,65 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-65-kv-m-8-min-peshkom-ot-metro-polyanka-advert763842431.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/be/c6/948724158-580x600-763842431-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/be/c6/9ef4c5696-800x484-763842431-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/be/c6/6e692098c-800x484-763842431-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/be/c6/2f664d9f3-800x679-763842431-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/be/c6/b97932bdd-800x484-763842431-orig.jpg']"
"1-комн. квартира, Марьинская Б. ул, 15","Москва, Марьинская Б. ул, 15",36 000 руб.  в месяц,1,2 / 9,квартира,36 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-7-min-peshkom-ot-metro-alekseevskaya-advert763842443.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/94/05/5f83fb626-493x600-763842443-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/94/05/8f5df23c7-640x480-763842443-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/94/05/77da479de-450x600-763842443-orig.jpg']"
"1-комн. квартира, Чонгарский б-р, 1к4","Москва, Чонгарский б-р, 1к4",35 000 руб.  в месяц,1,6 / 8,квартира,36 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-7-min-peshkom-ot-metro-varshavskaya-advert763842493.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/34/0a/c10a7959c-800x600-763842493-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/34/0a/e6f14c13d-800x600-763842493-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/34/0a/e6186b6fc-800x600-763842493-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/34/0a/1bf2cb1a7-800x600-763842493-orig.jpg']"
"2-комн. квартира, Союзный пр-кт, 24","Москва, Союзный пр-кт, 24",35 000 руб.  в месяц,2,2 / 9,квартира,42 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-8-min-peshkom-ot-metro-novogireevo-advert763842506.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/7b/53/d3782ebc4-604x321-763842506-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/7b/53/35a3a30e6-604x451-763842506-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/7b/53/b7dd00ca6-600x423-763842506-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/7b/53/27cce64e8-565x600-763842506-orig.jpg']"
"1-комн. квартира, Профсоюзная ул, 44к6","Москва, Профсоюзная ул, 44к6",39 000 руб.  в месяц,1,7 / 9,квартира,38 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-38-kv-m-8-min-peshkom-ot-metro-novye-cheremushki-advert763842513.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/28/29/21b4753a3-480x360-763842513-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/28/29/6f136af58-380x285-763842513-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/28/29/cd3994cf6-480x320-763842513-orig.jpg']"
"2-комн. квартира, Стромынка ул, 5","Москва, Стромынка ул, 5",43 000 руб.  в месяц,2,2 / 8,квартира,42 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-7-min-peshkom-ot-metro-sokolniki-advert763842594.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/2e/8a/058e3a8ba-640x441-763842594-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/2e/8a/91ec4f238-640x442-763842594-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/2e/8a/cde2caa7f-640x443-763842594-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/2e/8a/73c07d612-640x440-763842594-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/2e/8a/9d1caafd3-360x441-763842594-orig.jpg']"
"5-комн. квартира, Студенческая ул, 44/28","Москва, Студенческая ул, 44/28",250 000 руб.  в месяц,5,3 / 9,квартира,90 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/5-komnatnaya-kvartira-90-kv-m-5-min-peshkom-ot-metro-kutuzovskaya-advert763842575.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/27/41/0f4e5f4e7-800x600-763842575-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/27/41/234273e7f-450x600-763842575-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/27/41/59db74b37-500x375-763842575-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/27/41/db889d0fc-448x336-763842575-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/27/41/9747cf779-360x480-763842575-orig.jpg']"
"1-комн. квартира, Лапина ул, 3","Москва, Лапина ул, 3",35 000 руб.  в месяц,1,5 / 6,квартира,36 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-8-min-peshkom-ot-metro-aviamotornaya-advert763842417.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/20/09/f804080f5-360x440-763842417-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/20/09/85686a9e1-360x438-763842417-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/20/09/725e5e304-360x438-763842417-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/20/09/6e074305d-360x441-763842417-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/20/09/ce96af474-360x440-763842417-orig.jpg']"
"1-комн. квартира, Марьинская Б. ул, 15","Москва, Марьинская Б. ул, 15",36 000 руб.  в месяц,1,2 / 9,квартира,36 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-7-min-peshkom-ot-metro-alekseevskaya-advert763842443.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/94/05/5f83fb626-493x600-763842443-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/94/05/8f5df23c7-640x480-763842443-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/94/05/77da479de-450x600-763842443-orig.jpg']"
"3-комн. квартира, Каширское ш, 28к1","Москва, Каширское ш, 28к1",45 000 руб.  в месяц,3,2 / 6,квартира,65 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-65-kv-m-3-min-peshkom-ot-metro-kashirskaya-advert763842384.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/a2/63/cd4db83b1-600x450-763842384-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a2/63/88ecdb65c-450x600-763842384-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a2/63/4b0d8e7ec-600x422-763842384-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a2/63/9f09c69b1-600x450-763842384-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a2/63/882d89f2d-604x453-763842384-orig.jpg']"
"1-комн. квартира, Вернадского пр-кт, 9/10","Москва, Вернадского пр-кт, 9/10",42 000 руб.  в месяц,1,2 / 9,квартира,38 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-38-kv-m-3-min-peshkom-ot-metro-universitet-advert763842396.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/22/d5/caf059f60-360x438-763842396-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/22/d5/18351fe09-640x433-763842396-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/22/d5/766f20703-640x440-763842396-orig.jpg']"
"1-комн. квартира, Хвалынский б-р, 7к2","Москва, Хвалынский б-р, 7к2",31 000 руб.  в месяц,1,6 / 9,квартира,38 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-38-kv-m-8-min-peshkom-ot-metro-lermontovskiy-prospekt-advert763842466.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/4d/06/0dee814a0-640x434-763842466-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4d/06/e9f472352-640x436-763842466-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4d/06/e25e5c80c-640x436-763842466-orig.jpg']"
"2-комн. квартира, Хуторская 2-я ул, 6/14к3","Москва, Хуторская 2-я ул, 6/14к3",38 000 руб.  в месяц,2,6 / 9,квартира,42 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-4-min-peshkom-ot-metro-dmitrovskaya-advert763842478.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/4e/3d/2c46262e4-540x600-763842478-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4e/3d/2b7bf4bf5-580x600-763842478-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/4e/3d/083f0964a-800x533-763842478-orig.jpg']"
"4-комн. квартира, Марьинская Б. ул, 15","Москва, Марьинская Б. ул, 15",180 000 руб.  в месяц,4,4 / 9,квартира,80 м2,"сегодня, 10:00",https://irr.ru/real-estate/rent/4-komnatnaya-kvartira-80-kv-m-7-min-peshkom-ot-metro-alekseevskaya-advert763842416.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/b2/88/256877b35-600x450-763842416-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b2/88/7333e0aa8-450x600-763842416-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b2/88/2787ae1df-600x450-763842416-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b2/88/9e9df6f49-600x449-763842416-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b2/88/8a5986e3a-604x350-763842416-orig.jpg']"
